"","gender","is_senior_citizen","partner","dependents","phone_service","internet_service","payment_type","monthly_charges","total_charges","churn","tenure"
"1988","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",85,3645.6,"No",42
"1989","Female","No","Yes","Yes","One line","Fiber optic","Electronic check",76,647.5,"No",8
"1990","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",81,2272.8,"No",27
"1991","Female","No","No","No","One line","None","Credit card",19,347.65,"No",18
"1992","Male","No","Yes","No","One line","Fiber optic","Electronic check",69,451.1,"Yes",6
"1993","Male","No","No","No","One line","DSL","Electronic check",45,270.95,"Yes",6
"1994","Male","No","No","No","One line","Fiber optic","Credit card",71,140.7,"Yes",1
"1995","Male","Yes","No","No","One line","None","Mailed check",20,20.05,"Yes",1
"1996","Female","No","No","No","One line","Fiber optic","Mailed check",71,70.7,"No",1
"1997","Male","No","No","No","One line","Fiber optic","Mailed check",76,866.4,"No",11
"1998","Female","No","No","No","One line","Fiber optic","Electronic check",76,75.55,"No",1
"1999","Female","No","Yes","No","One line","Fiber optic","Bank transfer",69,477.55,"No",6
"2000","Female","Yes","Yes","No","None","DSL","Electronic check",45,1228.65,"No",27
"2001","Male","Yes","No","Yes","One line","DSL","Mailed check",50,50.15,"Yes",1
"2002","Male","No","No","No","One line","None","Mailed check",21,20.6,"Yes",1
"2003","Male","No","No","No","Two-plus lines","Fiber optic","Bank transfer",105,323.25,"Yes",3
"2004","Male","No","No","Yes","One line","Fiber optic","Electronic check",75,75.35,"Yes",1
"2005","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",105,6914.95,"No",65
"2006","Female","No","No","No","None","DSL","Electronic check",51,2011.4,"Yes",39
"2007","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Bank transfer",84,2570.2,"No",30
"2008","Female","No","Yes","Yes","One line","DSL","Bank transfer",61,1864.65,"No",30
"2009","Female","No","Yes","No","One line","None","Mailed check",20,45.75,"No",2
"2010","Male","No","No","No","One line","None","Mailed check",20,36.8,"No",1
"2011","Female","No","Yes","Yes","One line","DSL","Electronic check",50,217.1,"No",4
"2012","Female","No","No","No","None","DSL","Electronic check",51,3027.4,"Yes",59
"2013","Male","No","No","No","Two-plus lines","Fiber optic","Bank transfer",83,4149.45,"No",49
"2014","Female","No","No","No","One line","DSL","Electronic check",45,45.3,"Yes",1
"2015","Female","No","Yes","Yes","One line","DSL","Credit card",55,920.5,"No",16
"2016","Female","No","Yes","No","None","DSL","Electronic check",39,669.85,"Yes",17
"2017","Male","No","No","No","One line","None","Electronic check",21,20.65,"No",1
"2018","Female","No","No","No","One line","Fiber optic","Electronic check",91,168.5,"No",1
"2019","Female","No","No","No","One line","DSL","Credit card",56,1381.2,"No",24
"2020","Female","No","Yes","No","Two-plus lines","Fiber optic","Credit card",92,242.95,"Yes",2
"2021","Male","Yes","Yes","Yes","Two-plus lines","Fiber optic","Bank transfer",111,4687.9,"Yes",42
"2022","Female","No","No","Yes","One line","DSL","Mailed check",46,45.95,"Yes",1
"2023","Male","No","No","No","One line","Fiber optic","Electronic check",74,791.75,"Yes",10
"2024","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",84,2357.75,"No",27
"2025","Female","No","Yes","No","Two-plus lines","Fiber optic","Credit card",105,5083.55,"No",48
"2026","Male","No","Yes","No","Two-plus lines","Fiber optic","Bank transfer",95,3440.25,"No",36
"2027","Male","Yes","Yes","No","One line","Fiber optic","Electronic check",70,141.65,"No",2
"2028","Female","No","No","No","One line","DSL","Electronic check",75,244.1,"No",3
"2029","Male","No","No","No","One line","Fiber optic","Electronic check",106,2686.05,"No",25
"2030","Male","Yes","No","No","Two-plus lines","Fiber optic","Mailed check",106,2655.25,"Yes",25
"2031","Male","No","Yes","Yes","One line","Fiber optic","Credit card",90,4494.65,"No",49
"2032","Male","No","No","No","One line","DSL","Mailed check",46,45.8,"No",1
"2033","Male","No","No","No","None","DSL","Mailed check",29,216.45,"No",7
"2034","Female","No","Yes","Yes","One line","Fiber optic","Electronic check",70,69.8,"Yes",1
"2035","Male","No","No","No","Two-plus lines","Fiber optic","Credit card",89,4869.5,"No",54
"2036","Male","No","No","No","Two-plus lines","DSL","Electronic check",71,2168.15,"No",30
"2037","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",99,1008.55,"Yes",10
"2038","Female","No","No","Yes","One line","Fiber optic","Bank transfer",93,870.25,"No",9
"2039","Female","Yes","No","No","None","DSL","Electronic check",30,291.4,"Yes",9
"2040","Male","No","No","No","One line","None","Electronic check",20,19.95,"Yes",1
"2041","Male","No","No","No","One line","None","Mailed check",20,59.25,"No",2
"2042","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",95,3653,"No",38
"2043","Female","No","No","No","One line","Fiber optic","Bank transfer",75,1212.85,"No",16
"2044","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",95,335.75,"No",3
"2045","Male","No","Yes","No","Two-plus lines","DSL","Mailed check",55,2030.75,"No",36
"2046","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",85,2896.6,"No",33
"2047","Female","No","No","No","None","DSL","Mailed check",58,539.85,"Yes",9
"2048","Female","No","Yes","Yes","Two-plus lines","DSL","Mailed check",50,1410.25,"No",28
"2049","Female","No","No","Yes","None","DSL","Mailed check",30,90.05,"No",3
"2050","Female","No","No","No","One line","Fiber optic","Electronic check",76,160.75,"Yes",2
"2051","Male","Yes","No","No","None","DSL","Bank transfer",25,102.5,"Yes",4
"2052","Male","No","No","No","Two-plus lines","Fiber optic","Credit card",91,90.85,"Yes",1
"2053","Male","No","Yes","Yes","One line","Fiber optic","Electronic check",95,759.55,"No",8
"2054","Male","No","No","No","Two-plus lines","DSL","Mailed check",66,237.2,"No",3
"2055","Male","No","Yes","No","One line","DSL","Mailed check",64,143.65,"No",2
"2056","Female","No","No","No","One line","DSL","Mailed check",66,620.55,"Yes",9
"2057","Female","No","No","No","One line","DSL","Mailed check",46,193.6,"Yes",4
"2058","Male","No","No","No","Two-plus lines","Fiber optic","Mailed check",79,1600.25,"No",20
"2059","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",95,95.1,"Yes",1
"2060","Male","Yes","Yes","Yes","None","DSL","Mailed check",40,880.2,"Yes",21
"2061","Male","No","No","No","One line","Fiber optic","Credit card",95,865.1,"No",9
"2062","Male","No","No","No","One line","DSL","Mailed check",70,653.25,"No",9
"2063","Female","No","No","No","One line","None","Bank transfer",19,617.65,"No",32
"2064","Male","Yes","No","No","One line","Fiber optic","Bank transfer",70,69.5,"Yes",1
"2065","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Bank transfer",74,3919.15,"No",52
"2066","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",86,85.7,"Yes",1
"2067","Female","No","No","No","One line","Fiber optic","Electronic check",76,75.7,"Yes",1
"2068","Male","No","No","No","One line","Fiber optic","Bank transfer",74,1952.25,"No",26
"2069","Female","No","Yes","No","One line","Fiber optic","Credit card",86,2196.45,"No",25
"2070","Female","No","No","Yes","None","DSL","Credit card",30,1131.3,"Yes",37
"2071","Male","No","No","No","None","DSL","Electronic check",40,733.35,"Yes",18
"2072","Male","No","No","No","One line","DSL","Credit card",56,934.15,"No",16
"2073","Male","No","No","No","One line","Fiber optic","Mailed check",81,4348.1,"No",53
"2074","Male","No","Yes","Yes","One line","DSL","Mailed check",49,48.75,"No",1
"2075","Female","No","No","No","One line","DSL","Credit card",55,102.75,"Yes",1
"2076","Male","No","No","No","One line","Fiber optic","Electronic check",91,2626.15,"No",28
"2077","Female","No","Yes","Yes","None","DSL","Electronic check",25,149.05,"No",6
"2078","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",85,2633.4,"No",31
"2079","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",104,3409.6,"Yes",32
"2080","Male","No","No","No","One line","Fiber optic","Electronic check",91,2871.5,"No",31
"2081","Male","No","No","No","One line","None","Mailed check",19,78.9,"No",4
"2082","Male","No","No","No","One line","Fiber optic","Electronic check",86,2146.5,"No",25
"2083","Male","No","No","No","One line","Fiber optic","Electronic check",81,1008.7,"Yes",12
"2084","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",87,649.65,"Yes",7
"2085","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",75,2149.05,"No",28
"2086","Male","Yes","No","No","None","DSL","Electronic check",29,221.9,"Yes",7
"2087","Female","No","No","No","One line","DSL","Bank transfer",60,2536.55,"No",42
"2088","Female","No","No","No","Two-plus lines","Fiber optic","Bank transfer",88,4884.85,"No",55
"2089","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",75,74.7,"Yes",1
"2090","Male","No","No","No","Two-plus lines","Fiber optic","Bank transfer",80,4308.25,"No",53
"2091","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",94,3105.55,"Yes",32
"2092","Female","No","Yes","Yes","One line","None","Credit card",20,493.95,"No",24
"2093","Female","No","No","No","None","DSL","Electronic check",24,86.6,"Yes",3
"2094","Male","Yes","No","No","One line","Fiber optic","Credit card",79,827.7,"No",10
"2095","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Bank transfer",94,3893.6,"No",41
"2096","Male","No","No","No","One line","Fiber optic","Mailed check",81,80.85,"Yes",1
"2097","Female","Yes","No","No","One line","Fiber optic","Electronic check",70,131.65,"Yes",1
"2098","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",86,187.45,"Yes",2
"2099","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",91,3186.7,"Yes",35
"2100","Male","Yes","Yes","Yes","Two-plus lines","Fiber optic","Credit card",105,7548.1,"Yes",71
"2101","Male","Yes","No","No","One line","Fiber optic","Electronic check",78,874.2,"No",11
"2102","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Bank transfer",104,1133.65,"Yes",10
"2103","Female","No","Yes","Yes","One line","Fiber optic","Credit card",88,2621.75,"No",29
"2104","Male","No","No","Yes","One line","DSL","Electronic check",49,184.4,"Yes",3
"2105","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",100,1064.65,"Yes",10
"2106","Male","No","No","No","Two-plus lines","Fiber optic","Bank transfer",102,298.35,"Yes",2
"2107","Male","No","No","No","Two-plus lines","Fiber optic","Bank transfer",80,2596.15,"Yes",32
"2108","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",96,3418.2,"No",35
"2109","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Credit card",86,2628.6,"Yes",30
"2110","Female","No","Yes","Yes","None","DSL","Bank transfer",49,2495.2,"No",51
"2111","Female","No","No","No","One line","DSL","Bank transfer",63,418.3,"No",6
"2112","Male","No","No","No","None","DSL","Bank transfer",51,605.75,"No",11
"2113","Female","No","No","No","Two-plus lines","Fiber optic","Bank transfer",98,3990.6,"No",40
"2114","Female","No","No","No","One line","Fiber optic","Bank transfer",87,183.75,"Yes",2
"2115","Male","No","Yes","No","Two-plus lines","Fiber optic","Credit card",91,2929.75,"No",32
"2116","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Credit card",99,5295.7,"No",53
"2117","Female","No","Yes","No","Two-plus lines","Fiber optic","Credit card",94,5475.9,"No",58
"2118","Male","No","Yes","Yes","None","DSL","Electronic check",45,1442.6,"No",32
"2119","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",91,367.95,"No",4
"2120","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",106,6487.2,"No",61
"2121","Male","No","Yes","No","One line","None","Mailed check",20,158.35,"No",7
"2122","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",90,1021.75,"No",11
"2123","Female","No","Yes","Yes","None","DSL","Mailed check",25,125.5,"No",5
"2124","Male","No","No","No","One line","Fiber optic","Electronic check",95,178.1,"Yes",1
"2125","Male","No","No","Yes","None","DSL","Mailed check",24,24.2,"No",1
"2126","Female","No","No","No","One line","DSL","Electronic check",56,1522.65,"No",27
"2127","Female","No","No","No","Two-plus lines","DSL","Electronic check",65,174.2,"No",2
"2128","Male","No","No","No","One line","None","Mailed check",20,20.2,"Yes",1
"2129","Male","Yes","No","No","Two-plus lines","Fiber optic","Credit card",84,732.5,"Yes",8
"2130","Male","No","No","No","One line","Fiber optic","Electronic check",80,973.45,"Yes",12
"2131","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",95,4812.75,"Yes",50
"2132","Female","No","No","No","One line","DSL","Mailed check",46,105.6,"No",2
"2133","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",89,1761.45,"Yes",19
"2134","Female","No","Yes","No","One line","DSL","Mailed check",50,908.75,"No",18
"2135","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",83,4113.7,"No",49
"2136","Female","No","No","Yes","One line","None","Mailed check",21,452.2,"No",21
"2137","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Credit card",85,3132.75,"Yes",36
"2138","Female","No","No","No","One line","Fiber optic","Electronic check",71,70.6,"Yes",1
"2139","Female","No","No","No","None","DSL","Electronic check",36,35.75,"Yes",1
"2140","Female","No","No","No","Two-plus lines","Fiber optic","Mailed check",94,486.85,"Yes",5
"2141","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",106,3549.25,"Yes",33
"2142","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",95,2162.6,"No",22
"2143","Male","No","No","No","One line","DSL","Bank transfer",51,2298.55,"No",45
"2144","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",84,613.4,"Yes",7
"2145","Female","No","Yes","Yes","One line","None","Mailed check",20,272.95,"No",13
"2146","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",104,5568.35,"Yes",53
"2147","Male","Yes","Yes","No","One line","Fiber optic","Credit card",80,2483.05,"Yes",30
"2148","Female","No","No","No","One line","DSL","Electronic check",45,523.1,"No",11
"2149","Female","No","Yes","Yes","One line","DSL","Bank transfer",76,2404.15,"No",31
"2150","Male","No","No","No","One line","Fiber optic","Electronic check",80,79.6,"Yes",1
"2151","Male","No","No","No","Two-plus lines","Fiber optic","Bank transfer",99,3475.55,"Yes",35
"2152","Male","No","No","No","One line","None","Credit card",20,180.7,"No",9
"2153","Male","No","No","No","One line","Fiber optic","Electronic check",75,383.65,"No",5
"2154","Male","No","No","No","Two-plus lines","DSL","Electronic check",55,875.35,"No",15
"2155","Male","No","No","No","One line","DSL","Electronic check",51,262.3,"No",5
"2156","Female","No","No","No","Two-plus lines","Fiber optic","Credit card",75,548.9,"No",7
"2157","Female","Yes","No","No","One line","Fiber optic","Credit card",100,442.85,"Yes",4
"2158","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Mailed check",78,2351.45,"No",30
"2159","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",101,101.45,"Yes",1
"2160","Female","No","Yes","Yes","One line","Fiber optic","Bank transfer",89,2257.75,"Yes",25
"2161","Female","No","No","No","Two-plus lines","DSL","Electronic check",54,1739.6,"No",32
"2162","Male","No","No","No","One line","DSL","Mailed check",60,638.95,"No",10
"2163","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",89,1057.55,"No",11
"2164","Female","No","No","Yes","Two-plus lines","Fiber optic","Mailed check",86,1164.05,"No",13
"2165","Female","No","Yes","No","One line","DSL","Mailed check",60,1130.85,"No",18
"2166","Male","Yes","Yes","No","One line","Fiber optic","Electronic check",95,3851.45,"No",40
"2167","Female","No","No","No","One line","Fiber optic","Electronic check",70,139.25,"No",1
"2168","Female","No","Yes","Yes","Two-plus lines","None","Bank transfer",24,838.5,"No",34
"2169","Male","No","No","Yes","Two-plus lines","Fiber optic","Electronic check",92,257.05,"Yes",2
"2170","Male","No","Yes","Yes","One line","Fiber optic","Bank transfer",80,868.5,"Yes",10
"2171","Female","No","No","No","One line","DSL","Electronic check",50,1049.05,"No",21
