"","gender","is_senior_citizen","partner","dependents","phone_service","internet_service","payment_type","monthly_charges","total_charges","churn"
"2379","Female","No","No","No","None","DSL","Mailed check",29.9,29.9,"No"
"2380","Male","No","No","No","One line","Fiber optic","Electronic check",80.8,713.1,"Yes"
"2381","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",89.15,2277.65,"Yes"
"2382","Female","Yes","No","No","Two-plus lines","Fiber optic","Credit card",83.15,446.05,"Yes"
"2383","Female","No","Yes","Yes","One line","None","Mailed check",20.65,716.4,"No"
"2384","Male","No","Yes","Yes","One line","Fiber optic","Electronic check",70.45,1470.95,"Yes"
"2385","Female","No","Yes","Yes","None","DSL","Bank transfer",29.05,44.75,"No"
"2386","Female","Yes","No","No","One line","Fiber optic","Electronic check",74.4,2276.95,"Yes"
"2387","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",100.95,329.95,"Yes"
"2388","Male","No","No","No","None","DSL","Mailed check",25.65,440.2,"No"
"2389","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",101.1,3744.05,"Yes"
"2390","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",110.85,3204.4,"No"
"2391","Female","No","No","No","None","DSL","Mailed check",25.1,25.1,"Yes"
"2392","Male","No","No","No","One line","Fiber optic","Electronic check",90.25,2755.35,"Yes"
"2393","Female","No","No","No","One line","Fiber optic","Mailed check",75.65,399.45,"No"
"2394","Female","Yes","No","No","One line","DSL","Bank transfer",54.65,1830.1,"No"
"2395","Female","No","Yes","No","One line","None","Mailed check",19.6,314.45,"No"
"2396","Female","No","No","No","None","DSL","Credit card",54.15,1240.25,"Yes"
"2397","Female","No","No","No","One line","None","Mailed check",19.6,299.4,"No"
"2398","Male","No","No","No","One line","Fiber optic","Electronic check",69.7,316.9,"Yes"
"2399","Female","Yes","No","No","Two-plus lines","DSL","Credit card",56.55,118.25,"No"
"2400","Female","Yes","No","No","One line","Fiber optic","Mailed check",84.85,415.55,"Yes"
"2401","Female","No","No","No","Two-plus lines","Fiber optic","Credit card",111.05,7107,"No"
"2402","Female","No","No","No","One line","DSL","Bank transfer",49.75,2535.55,"No"
"2403","Male","No","No","No","Two-plus lines","Fiber optic","Credit card",95.1,3691.2,"No"
"2404","Female","No","No","No","One line","Fiber optic","Electronic check",70.15,194.2,"No"
"2405","Male","Yes","Yes","No","One line","Fiber optic","Bank transfer",70.45,849.1,"No"
"2406","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",81.2,3292.3,"No"
"2407","Male","No","No","No","One line","None","Mailed check",19.25,331.35,"No"
"2408","Female","No","No","No","One line","Fiber optic","Credit card",80.15,80.15,"Yes"
"2409","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",88.45,1422.1,"Yes"
"2410","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",98.85,3089.6,"No"
"2411","Male","No","No","No","One line","DSL","Credit card",79.2,2854.95,"No"
"2412","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",92.55,1515.1,"Yes"
"2413","Male","No","No","Yes","One line","Fiber optic","Mailed check",94.5,575.45,"Yes"
"2414","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",80.7,2193,"No"
"2415","Female","No","Yes","Yes","One line","DSL","Bank transfer",56.25,2419.55,"No"
"2416","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",97.95,384.5,"Yes"
"2417","Male","No","No","No","One line","Fiber optic","Electronic check",79.25,267.6,"Yes"
"2418","Female","No","No","No","One line","None","Mailed check",19.3,279.3,"No"
"2419","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",100.45,3414.65,"No"
"2420","Female","No","No","No","One line","None","Mailed check",19.1,19.1,"Yes"
"2421","Female","No","No","No","One line","None","Mailed check",19.75,19.75,"No"
"2422","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",84.95,1378.25,"Yes"
"2423","Male","Yes","No","No","One line","DSL","Mailed check",45.85,45.85,"No"
"2424","Male","Yes","Yes","No","None","DSL","Electronic check",53.95,2215.4,"No"
"2425","Female","No","No","No","One line","DSL","Electronic check",45.65,45.65,"Yes"
"2426","Female","No","No","No","None","DSL","Credit card",44.85,2564.95,"No"
"2427","Male","No","No","No","Two-plus lines","DSL","Electronic check",59.6,2094.9,"No"
"2428","Female","No","Yes","Yes","One line","None","Mailed check",20.2,382.2,"No"
"2429","Female","No","No","No","One line","None","Mailed check",20.3,275.4,"No"
"2430","Female","No","No","No","None","DSL","Electronic check",35.2,607.3,"No"
"2431","Female","No","No","No","Two-plus lines","DSL","Electronic check",53.65,404.35,"No"
"2432","Female","No","No","No","None","DSL","Electronic check",44.8,2104.55,"No"
"2433","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Mailed check",94.05,518.75,"No"
"2434","Male","No","No","No","One line","Fiber optic","Mailed check",71.55,71.55,"Yes"
"2435","Male","No","No","No","One line","None","Mailed check",19.65,19.65,"Yes"
"2436","Female","No","Yes","Yes","One line","DSL","Bank transfer",44.35,44.35,"Yes"
"2437","Male","No","No","No","One line","DSL","Credit card",45.8,436.2,"No"
"2438","Female","No","No","No","One line","DSL","Bank transfer",44.15,44.15,"No"
"2439","Female","No","Yes","No","One line","None","Mailed check",20.05,669.45,"No"
"2440","Male","No","No","No","None","DSL","Mailed check",25.35,25.35,"No"
"2441","Male","Yes","No","No","One line","Fiber optic","Electronic check",79.9,260.9,"Yes"
"2442","Female","No","Yes","Yes","One line","None","Mailed check",19.85,119.3,"No"
"2443","Female","No","No","No","One line","Fiber optic","Bank transfer",69.75,144.55,"Yes"
"2444","Female","Yes","No","No","One line","Fiber optic","Electronic check",70.3,235.5,"Yes"
"2445","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",111.35,6519.75,"No"
"2446","Male","No","Yes","No","Two-plus lines","DSL","Bank transfer",66.25,2907.35,"No"
"2447","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",84.5,4254.85,"Yes"
"2448","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Credit card",94.65,6079,"No"
"2449","Male","No","Yes","No","Two-plus lines","Fiber optic","Bank transfer",83.35,4065,"Yes"
"2450","Male","No","No","No","One line","Fiber optic","Mailed check",78.75,426.35,"No"
"2451","Female","No","No","Yes","Two-plus lines","Fiber optic","Electronic check",78.3,909.25,"Yes"
"2452","Female","Yes","No","No","One line","Fiber optic","Credit card",108.15,4600.7,"Yes"
"2453","Male","No","No","No","None","DSL","Mailed check",24.3,100.2,"No"
"2454","Female","No","Yes","No","One line","None","Mailed check",19.6,55.25,"No"
"2455","Male","Yes","No","No","One line","DSL","Electronic check",46.3,46.3,"No"
"2456","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",92.6,1579.7,"No"
"2457","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",75.6,402.5,"No"
"2458","Female","No","No","No","One line","Fiber optic","Credit card",80.1,217.55,"Yes"
"2459","Female","No","Yes","Yes","None","DSL","Credit card",58.6,1502.65,"Yes"
"2460","Male","Yes","No","No","Two-plus lines","Fiber optic","Credit card",99.45,919.4,"Yes"
"2461","Female","Yes","No","No","None","DSL","Electronic check",43.85,2751,"No"
"2462","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",95.7,4729.75,"No"
"2463","Female","No","Yes","Yes","One line","DSL","Electronic check",55.15,1206.05,"Yes"
"2464","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",99.7,1566.75,"No"
"2465","Female","No","Yes","No","Two-plus lines","DSL","Bank transfer",75.4,1322.55,"No"
"2466","Male","No","No","No","One line","DSL","Electronic check",59.45,357.6,"No"
"2467","Male","No","No","No","Two-plus lines","Fiber optic","Credit card",73.25,131.05,"Yes"
"2468","Female","No","No","Yes","One line","Fiber optic","Bank transfer",69,994.8,"Yes"
"2469","Male","Yes","No","No","One line","Fiber optic","Electronic check",79.7,497.6,"No"
"2470","Female","Yes","No","No","One line","Fiber optic","Electronic check",85,85,"Yes"
"2471","Male","No","Yes","Yes","One line","None","Mailed check",20.5,77.6,"No"
"2472","Female","No","No","No","Two-plus lines","Fiber optic","Credit card",89.3,4192.15,"No"
"2473","Male","No","Yes","No","Two-plus lines","Fiber optic","Credit card",95.9,2234.95,"No"
"2474","Female","Yes","No","No","None","DSL","Electronic check",28.45,131.05,"Yes"
"2475","Female","No","No","Yes","None","DSL","Electronic check",35,553,"Yes"
"2476","Female","Yes","Yes","No","One line","Fiber optic","Electronic check",95.1,2326.05,"No"
"2477","Female","No","No","No","None","DSL","Electronic check",44.95,996.85,"No"
"2478","Male","No","No","No","One line","DSL","Mailed check",50.8,202.3,"No"
"2479","Male","No","No","No","Two-plus lines","None","Mailed check",23.5,173,"No"
"2480","Male","Yes","No","No","Two-plus lines","Fiber optic","Credit card",81.1,2619.25,"No"
"2481","Male","No","No","No","One line","DSL","Mailed check",62.8,62.8,"No"
"2482","Female","No","No","No","One line","DSL","Credit card",54.75,1406.9,"No"
"2483","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",90.05,2627.2,"No"
"2484","Female","No","No","No","One line","Fiber optic","Mailed check",86.2,178.7,"Yes"
"2485","Female","No","No","No","One line","None","Mailed check",20.25,186.15,"No"
"2486","Male","Yes","No","No","Two-plus lines","Fiber optic","Bank transfer",90.5,1910.6,"Yes"
"2487","Male","No","No","No","One line","None","Mailed check",19.95,19.95,"No"
"2488","Female","No","Yes","Yes","Two-plus lines","None","Bank transfer",25.55,507.4,"No"
"2489","Female","No","No","No","One line","Fiber optic","Mailed check",79.1,1783.75,"No"
"2490","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",79.35,1730.35,"Yes"
"2491","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",93.35,5386.5,"No"
"2492","Male","No","No","No","One line","DSL","Mailed check",49.9,130.1,"Yes"
"2493","Female","No","No","No","One line","Fiber optic","Electronic check",78.9,2384.15,"Yes"
"2494","Male","Yes","No","No","None","DSL","Electronic check",54.45,2854.55,"Yes"
"2495","Female","No","No","No","None","DSL","Bank transfer",29.95,29.95,"Yes"
"2496","Male","No","Yes","Yes","One line","Fiber optic","Electronic check",90.2,1776.55,"Yes"
"2497","Female","No","No","Yes","One line","None","Credit card",19.7,216.2,"No"
"2498","Male","No","Yes","Yes","One line","DSL","Credit card",59.6,2970.3,"No"
"2499","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",100.85,819.55,"Yes"
"2500","Female","Yes","No","No","Two-plus lines","Fiber optic","Bank transfer",95.15,997.65,"Yes"
"2501","Male","No","Yes","No","Two-plus lines","Fiber optic","Bank transfer",80.5,896.9,"Yes"
"2502","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",85.25,1734.5,"Yes"
"2503","Male","No","No","No","Two-plus lines","DSL","Credit card",72.15,794.25,"Yes"
"2504","Male","No","No","No","None","DSL","Mailed check",40.15,130.75,"Yes"
"2505","Female","No","No","No","None","DSL","Electronic check",31.65,389.95,"No"
"2506","Male","No","No","No","One line","Fiber optic","Electronic check",73.8,704.3,"No"
"2507","Female","No","No","No","None","DSL","Credit card",24.9,505.95,"No"
"2508","Male","No","No","No","None","DSL","Bank transfer",25.05,852.7,"No"
"2509","Male","No","No","No","Two-plus lines","Fiber optic","Mailed check",74.15,811.8,"Yes"
"2510","Male","Yes","No","No","One line","Fiber optic","Electronic check",94.75,422.4,"No"
"2511","Male","No","No","No","None","DSL","Mailed check",41.35,107.25,"No"
"2512","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",86.45,3029.1,"Yes"
"2513","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Bank transfer",104.1,5645.8,"No"
"2514","Female","No","No","No","One line","Fiber optic","Electronic check",95.6,95.6,"Yes"
"2515","Female","No","No","No","One line","Fiber optic","Electronic check",80.5,232.35,"No"
"2516","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",74.9,74.9,"Yes"
"2517","Female","Yes","No","No","One line","Fiber optic","Credit card",73.55,2094.65,"No"
"2518","Male","No","No","No","One line","Fiber optic","Electronic check",96,2122.45,"Yes"
"2519","Female","No","Yes","Yes","One line","DSL","Mailed check",63.15,816.8,"No"
"2520","Male","No","No","No","None","DSL","Bank transfer",24.8,24.8,"Yes"
"2521","Female","No","No","No","Two-plus lines","DSL","Credit card",68.15,2656.3,"No"
"2522","Female","No","Yes","No","One line","Fiber optic","Electronic check",78.8,78.8,"Yes"
"2523","Male","No","No","No","One line","Fiber optic","Electronic check",77.85,299.2,"Yes"
"2524","Male","No","No","No","One line","None","Mailed check",19.95,107.05,"No"
"2525","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",106.15,6411.25,"No"
"2526","Male","No","Yes","No","One line","Fiber optic","Electronic check",70.1,659.65,"Yes"
"2527","Male","No","No","No","One line","None","Mailed check",20.2,20.2,"No"
"2528","Female","No","No","Yes","One line","Fiber optic","Mailed check",73.6,73.6,"Yes"
"2529","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",97.65,3207.55,"Yes"
"2530","Male","No","No","No","One line","None","Mailed check",20.7,57.5,"No"
"2531","Female","No","No","No","Two-plus lines","Fiber optic","Bank transfer",107.4,5121.3,"Yes"
"2532","Female","Yes","Yes","No","None","DSL","Credit card",55.55,2342.2,"Yes"
"2533","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",79.05,434.5,"Yes"
"2534","Male","No","No","No","One line","DSL","Mailed check",55.3,238.5,"No"
"2535","Female","Yes","No","No","Two-plus lines","Fiber optic","Mailed check",102.8,2660.2,"Yes"
"2536","Female","Yes","No","No","One line","Fiber optic","Bank transfer",83.8,163.7,"No"
"2537","Female","No","No","No","One line","DSL","Electronic check",45.15,416.45,"Yes"
"2538","Male","No","Yes","Yes","One line","Fiber optic","Electronic check",89.4,1539.45,"Yes"
"2539","Male","No","Yes","Yes","One line","Fiber optic","Electronic check",68.5,68.5,"Yes"
"2540","Male","No","No","No","One line","Fiber optic","Bank transfer",79.5,795.65,"No"
"2541","Female","No","Yes","No","Two-plus lines","Fiber optic","Credit card",74.75,229.5,"Yes"
"2542","Male","No","No","No","Two-plus lines","DSL","Mailed check",69.6,1394.55,"No"
"2543","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",85.4,401.1,"Yes"
"2544","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",82.75,417.75,"No"
"2545","Female","No","No","No","One line","Fiber optic","Electronic check",79.7,586.05,"Yes"
"2546","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",87.25,3941.7,"Yes"
"2547","Male","No","Yes","No","One line","DSL","Mailed check",68.95,593.85,"No"
"2548","Male","No","No","Yes","None","DSL","Credit card",25,789.2,"No"
"2549","Male","No","No","No","One line","Fiber optic","Electronic check",69.35,69.35,"Yes"
"2550","Male","No","No","No","One line","Fiber optic","Electronic check",80.8,80.8,"Yes"
"2551","Female","Yes","No","No","One line","Fiber optic","Electronic check",80.7,374.8,"No"
"2552","Male","No","No","No","None","DSL","Credit card",25.25,186.3,"No"
"2553","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",99.35,4749.15,"Yes"
"2554","Female","No","Yes","No","One line","None","Electronic check",20.15,91.4,"No"
"2555","Male","No","Yes","Yes","Two-plus lines","DSL","Electronic check",84.9,1398.25,"No"
"2556","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",86,165.45,"Yes"
"2557","Female","No","Yes","No","One line","DSL","Electronic check",54.25,1221.55,"No"
"2558","Male","No","Yes","Yes","One line","None","Mailed check",20.5,255.5,"No"
"2559","Female","No","Yes","Yes","One line","DSL","Bank transfer",76.5,1155.6,"No"
"2560","Female","No","No","No","Two-plus lines","Fiber optic","Bank transfer",100.55,2878.75,"No"
"2561","Male","No","Yes","Yes","One line","DSL","Credit card",51.3,411.6,"No"
"2562","Male","No","No","No","One line","None","Mailed check",20.65,109.3,"No"
"2563","Female","No","No","No","One line","Fiber optic","Bank transfer",80,624.6,"No"
"2564","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",105,294.45,"Yes"
"2565","Female","No","Yes","Yes","One line","DSL","Mailed check",50.7,350.35,"No"
"2566","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Credit card",94.7,673.1,"Yes"
"2567","Female","No","Yes","Yes","One line","DSL","Bank transfer",59.45,780.85,"No"
"2568","Male","No","No","No","One line","Fiber optic","Electronic check",69.6,69.6,"Yes"
"2569","Female","No","Yes","Yes","One line","None","Bank transfer",19.55,543.8,"No"
"2570","Male","No","No","Yes","One line","DSL","Credit card",66.4,831.75,"No"
"2571","Male","Yes","Yes","No","One line","Fiber optic","Electronic check",90.45,2117.25,"No"
